instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,Recency,Frequency,Monetary,R,F,M,RFM_Score,RFM_Segment,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,is_weekend
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,14,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,47,47,94,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,15,1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,35,71,106,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,16,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,40,70,110,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,17,1,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,41,52,93,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,18,1,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836,15,52,67,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,19,1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,9,26,35,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,20,1,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,6,31,37,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,21,1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,11,25,36,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,22,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,3,31,34,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,23,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28,1
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,730,985,985,1,1,1,111,Worst Day,24,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,15,24,39,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,25,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,26,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,27,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,28,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,29,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,31,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,33,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,35,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,36,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,37,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,38,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,39,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,40,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,41,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,42,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,43,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,44,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,45,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,46,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,729,801,801,1,1,1,111,Worst Day,47,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,1
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,48,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,49,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,50,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,51,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,52,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,53,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,54,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,55,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,56,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,57,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,58,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,59,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,60,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,61,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,62,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,63,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,64,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,65,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,66,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,67,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,68,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,0
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,728,1349,1349,1,1,1,111,Worst Day,69,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,70,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,71,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,72,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,73,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,74,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,75,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,76,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,77,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,78,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,79,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,80,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,81,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,82,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,83,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,84,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,85,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,86,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,87,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,88,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,89,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,90,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,91,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,0
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,727,1562,1562,1,1,1,111,Worst Day,92,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,93,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,94,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,95,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,96,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,97,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,98,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,99,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,100,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,101,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,102,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,103,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,104,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,105,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,106,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,108,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,110,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,111,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,112,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,113,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,114,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,0
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,726,1600,1600,1,1,1,111,Worst Day,115,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,725,1606,1606,1,1,1,111,Worst Day,116,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,725,1606,1606,1,1,1,111,Worst Day,117,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,0
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,725,1606,1606,1,1,1,111,Worst Day,118,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,0
